7_okhttp,okhttp3.CacheControl,1036
7_okhttp,okhttp3.HttpUrl,1042
7_okhttp,okhttp3.internal.http.HttpHeaders,1018
7_okhttp,okhttp3.internal.tls.DistinguishedNameParser,1023
7_okhttp,okhttp3.internal.tls.OkHostnameVerifier,1017
8_image,org.apache.commons.imaging.common.RationalNumber,1005
8_image,org.apache.commons.imaging.formats.bmp.BmpImageParser,1014
8_image,org.apache.commons.imaging.formats.tiff.TiffField,1034
8_image,org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,1003
9_weka,weka.classifiers.CheckClassifier,1001
9_weka,weka.classifiers.Evaluation,1003
9_weka,weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm,1003
9_weka,weka.classifiers.functions.supportVector.RegSMO,1004
9_weka,weka.classifiers.rules.JRip,1010
9_weka,weka.core.FindWithCapabilities,1033
9_weka,weka.core.Optimization,1008
9_weka,weka.core.stemmers.LovinsStemmer,1023
9_weka,weka.filters.unsupervised.attribute.Discretize,1002
9_weka,weka.gui.beans.Filter,1029
