BranchCoverage,CoveredMethodCall,Covered_Goals,ExceptionCoverage,Fitness_Evaluations,Generations,InputCoverage,Length,LineCoverage,Lines,LoopCounter,MethodCall,MethodCoverage,MutationScore,ObjectsInstantiations,OutputCoverage,Random_Seed,Size,StatementCounter,StatementCovered,Statements_Executed,TARGET_CLASS,TestExecutionTime,Tests_Executed,Total_Branches,Total_Time,WeakMutationScore,configuration_id,criterion
0.6428571428571429,6649.0,416,1.0,1383,1375,0.2255639097744361,,0.6956521739130435,25,6467.0,72.0,0.6086956521739131,0.2346938775510204,0.0,0.18421052631578946,1044,20,0.0,23926.0,105612,org.apache.commons.math3.ode.AbstractIntegrator,337,7616,64,243881,0.875,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8431372549019608,6934.0,612,1.0,28,20,0.3333333333333333,,0.9272727272727272,19,3625.0,8.0,0.75,0.23157894736842105,19120.0,0.3333333333333333,1044,3,0.0,23050.0,875,org.apache.commons.imaging.common.mylzw.MyLzwCompressor,241,124,44,235364,0.9395973154362416,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.7,0.0,327,1.0,291,283,1.0,,0.7058823529411765,15,9252.0,29.0,1.0,0.2428115015974441,0.0,0.6666666666666666,1045,8,0.0,10294.0,12497,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,55,1654,34,194503,0.6996466431095406,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8,25.0,390,1.0,302,294,1.0,,0.8,15,10273.0,27.0,1.0,0.17891373801916932,0.0,0.3333333333333333,1046,8,0.0,12400.0,14765,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,93,1573,34,201678,0.8692579505300353,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8591703056768559,1788.0,1074,1.0,1849,1841,0.6179775280898876,,0.7255278310940501,55,50474.0,2497.0,0.8913043478260869,0.5319587628865979,401.0,0.4298245614035088,1047,259,4912.0,194685.0,105368,org.apache.bcel.classfile.Utility,712,10179,890,377086,0.8480519480519481,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.775,19.0,386,1.0,298,290,0.8333333333333334,,0.7882352941176469,15,8439.0,30.0,1.0,0.16932907348242812,0.0,0.3333333333333333,1047,9,0.0,8703.0,13145,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,74,1626,34,201938,0.8692579505300353,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8755458515283843,1773.0,1116,1.0,2420,2412,0.6292134831460674,,0.7408829174664108,55,54473.0,2365.0,0.8913043478260869,0.5491408934707904,360.0,0.43859649122807015,1048,260,4922.0,191997.0,143932,org.apache.bcel.classfile.Utility,605,13263,890,379101,0.8610389610389609,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.2764423076923077,0.0,1125,1.0,5339,5331,0.4838709677419355,,0.36028368794326243,74,101.0,272.0,0.9305555555555556,0.2340216322517208,0.0,0.27956989247311825,1049,88,25.0,26.0,331386,weka.classifiers.rules.JRip,30,29469,362,252463,0.5236656596173213,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.6822429906542056,938.0,1040,1.0,3526,3518,1.0,,0.880184331797235,10,5955.0,145.0,1.0,0.7692307692307693,0.0,0.4444444444444444,1000,74,0.0,108777.0,391576,weka.core.stemmers.LovinsStemmer,210,19444,422,259181,0.9192307692307692,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.75,19.0,379,1.0,286,278,0.8333333333333334,,0.7764705882352941,15,8219.0,23.0,1.0,0.04153354632587858,0.0,0.0,1001,7,0.0,8267.0,12048,org.apache.commons.imaging.common.mylzw.MyLzwDecompressor,69,1638,34,196639,0.8586572438162544,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
